中药材	中药材
别名	寸白蛇
中药名	珍珠母
别名	珠母
别名	真珠母
别名	明珠母
中药名	珍珠
别名	真珠
别名	蚌珠
别名	真朱
别名	珠子
中药名	马宝
别名	马结石
中药名	伏龙肝
别名	灶心土
别名	灶中黄土
别名	灶中土
中药名	玳瑁
别名	文甲
别名	瑇帽
别名	瑇瑁甲
别名	明玳瑁
中药名	霞草
别名	银柴胡
别名	山蚂蚱
中药名	小叶莲
别名	鸡素苔
别名	铜筷子
别名	桃耳七
中药名	紫玉簪
别名	玉泡花
别名	紫萼
中药名	广东络石藤
别名	穿根藤
别名	松筋藤
别名	风不动藤
中药名	单叶蔓荆子
别名	沙荆子
别名	灰枣
别名	白布荆
中药名	榔榆皮
别名	小叶榆
别名	细叶榆
别名	秋榆
中药名	禹州漏芦
别名	龙葱根
别名	火绒球花
别名	毛头
中药名	丁香罗勒油
别名	罗勒油
中药名	莨菪叶
别名	铃铛草
别名	麻性草
中药名	鸡爪大黄
别名	将军
别名	川军
别名	锦纹大黄
中药名	龙齿
别名	龙牙
别名	青龙齿
别名	齿化石
中药名	南山楂
别名	猴楂子
别名	酸枣
别名	大山枣
中药名	青牛胆
别名	地苦胆
别名	九牛胆
别名	金牛胆
中药名	伊贝母
别名	生贝
别名	伊贝
别名	新贝
中药名	生姜皮
别名	姜皮
中药名	白马骨
别名	六月雪
别名	路边鸡
别名	路边荆
中药名	大叶紫珠
别名	假大艾
别名	白骨风
别名	大风叶
别名	蜘蛛
别名	白背木
中药名	水茴香
别名	水八角
别名	水薄荷
别名	水荆芥
中药名	鼠曲草
别名	佛耳草
别名	猫耳朵草
别名	清明菜
中药名	水朝阳
别名	旋覆花
别名	水旋复
别名	水葵花
别名	金佛花
中药名	九层塔
别名	罗勒
别名	零陵香
别名	省头草
中药名	宽筋藤
别名	松根藤
别名	大接筋藤
别名	舒筋藤
中药名	鬼针草
别名	鬼钗草
别名	鬼菊
别名	针包草
中药名	荨麻
别名	螫麻子
别名	小荨麻
别名	哈拉海
中药名	红天葵
别名	紫背天葵
别名	红水葵
别名	散血子
中药名	金沸草
别名	旋覆花
别名	黄熟花
别名	金沸花
中药名	红鱼眼
别名	烂头钵
别名	龙眼睛
中药名	凤尾草
别名	凤尾蕨
别名	井口边草
别名	山鸡尾
别名	山凤尾
别名	小凤尾
中药名	走马胎
别名	走马风
别名	走马藤
别名	大发药
中药名	大叶桉叶
别名	蚊仔树叶
中药名	甘肃丹参
别名	红秦艽
别名	紫丹参
别名	甘西鼠尾
中药名	刺苋菜
别名	刺苋
别名	野刺苋
中药名	掌叶半夏
别名	虎掌南星
别名	虎掌
别名	禹南星
中药名	白背叶根
别名	白膜根
别名	白朴根
中药名	汉桃叶
别名	七叶莲
别名	七叶藤
别名	七加皮
中药名	地不容
别名	金不换
别名	一点血
别名	山乌龟
中药名	麻油
别名	胡麻油
别名	脂麻油
别名	乌麻油
中药名	蝉花
别名	虫花
别名	蝉菌蝉蛹草
中药名	铁包金
别名	老鼠耳
别名	乌口仔
别名	乌龙根
中药名	五指毛
别名	五指毛桃
别名	五爪龙
别名	五指牛奶
别名	土北芪
中药名	溪黄草
别名	熊胆草
别名	血风草
别名	溪沟草
中药名	小飞扬草
别名	乳汁草
别名	痢疾草
别名	细叶飞扬草
中药名	鸭脚木皮
别名	鸭脚皮
别名	鹅掌柴树皮
别名	伞托树皮
中药名	鹰不泊
别名	筋榄根
别名	土花椒根
别名	鸟不宿
中药名	肾茶
别名	猫须公
别名	猫须草
中药名	叶下珠
别名	叶后珠
别名	珍珠草
别名	日开夜闭
中药名	榕树叶
别名	小叶榕
别名	细叶榕
别名	落地金钱
中药名	青天葵
别名	青莲
别名	珍珠叶
别名	半边伞
中药名	石蒜
别名	一枝箭
别名	水麻
别名	老鸦蒜
中药名	牛耳枫
别名	老虎耳
别名	南岭虎皮楠
别名	假楠木
中药名	扭肚藤
别名	白花茶
别名	假素馨
别名	猪肚勒
中药名	凉粉草
别名	仙人冻
别名	薪草
别名	仙草
中药名	广东海桐皮
别名	广海桐皮
别名	木棉树皮
别名	英雄树皮
中药名	火炭母
别名	五毒草
别名	火炭毛
别名	乌炭子
中药名	剑花
别名	霸王花
别名	量天尺花
别名	七星剑花
中药名	广昆布
别名	海白菜
别名	石莼
别名	纸菜
别名	青菜婆
中药名	假芫茜
别名	野芫荽
别名	刺芹
别名	香信
别名	番香茜
别名	香菜
中药名	黄花倒水莲
别名	倒吊黄花
别名	倒吊黄
别名	黄花参
中药名	猴耳环
别名	围涎树
别名	蛟龙木
别名	三不正
中药名	葫芦茶
别名	葫芦叶
别名	咸鱼草
别名	田刀柄
中药名	黄皮核
别名	黄皮果核
中药名	广枣
别名	五眼果
别名	山枣
别名	人面子
中药名	地桃花
别名	肖梵天花
中药名	湖北贝母
别名	窖贝
别名	板贝
别名	奉节贝母
中药名	梓实
中药名	菊苣
别名	卡斯尼(维吾尔族名)
中药名	胆南星
别名	胆星
中药名	红大戟
别名	红芽大戟
别名	红萝卜
别名	京大戟
中药名	辣蓼
别名	辣蓼草
中药名	藜
别名	灰苋菜
别名	灰藜
别名	红落藜
中药名	卷柏
别名	石莲花
别名	回阳草
别名	九死还魂草
别名	见水还阳草
中药名	广升麻
别名	蓝肉升麻
中药名	水河剑
别名	金星草
别名	飞刀剑
中药名	狗肝菜
别名	青蛇仔
别名	金龙棒
别名	野辣椒
中药名	岗稔根
别名	山稔根
别名	岗稔
别名	桃金娘根
中药名	倒扣草
别名	倒钩草
别名	倒刺草
别名	鱼鳞菜
中药名	寻骨风
别名	白毛藤
别名	清骨风
别名	猫耳朵
中药名	落地生根
别名	打不死
别名	脚目草
别名	土三七
中药名	鼠李
别名	臭李子
别名	牛李
别名	楮李
别名	兴安鼠李
中药名	石蝉草
别名	火伤叶
别名	胡椒草
别名	散血胆
中药名	十萼茄
别名	猫耳草
别名	红丝线
别名	钮扣子
中药名	毛草龙
别名	水仙桃
别名	水丁香
别名	香须公
中药名	回回蒜
别名	山辣椒
别名	小虎掌草
别名	水虎掌草
中药名	黄蜀葵
别名	秋葵
别名	假羊桃
别名	柿花葵
别名	假芙蓉
中药名	元宝草
别名	对月草
别名	合掌草
别名	穿心草
别名	叶抱枝
中药名	小檗皮
别名	东北小檗
别名	狗奶子
别名	刀口药
中药名	苦荬菜
别名	苦菜
别名	盘儿草
别名	败酱草
中药名	马尾连
别名	马尾黄连
中药名	土三七
别名	红背三七
别名	狗头三七
别名	三七草
中药名	兔儿伞
别名	雨伞菜
别名	一把伞
别名	铁凉伞
中药名	珍珠菜
别名	扯根菜
别名	狗尾巴
别名	蓼子草
中药名	日草根
别名	黄花菜根
中药名	博落回
别名	落回
别名	号筒草
别名	叭拉筒
别名	山梧桐
中药名	广东紫荆皮
别名	油柑木皮
别名	油柑树皮
别名	紫金皮
中药名	广东土牛膝
别名	六月雪
别名	多须公
别名	斑骨相思
中药名	广东海风藤
别名	大叶过山龙
中药名	广东狼毒
别名	痕芋头
别名	木芋头
别名	野芋头
中药名	广东合欢花
别名	【别名】夜香木兰
别名	合欢花
别名	夜合花
中药名	云南草蔻
别名	滇草蔻
别名	小草蔻
别名	野砂仁
中药名	樟柳头
别名	广东商陆
别名	观音姜
别名	毛姜
中药名	阴香根
别名	山肉桂
别名	山玉桂
别名	土肉桂
中药名	野棉花
别名	野牡丹
别名	土白头翁
别名	打破碗花花
中药名	白花银背藤
别名	藤续断
别名	白牛藤
别名	白背藤
功能	清虚热
功能	清热解毒
功能	清热泻火
功能	清热凉血
功能	清热燥湿
功能	收敛止血
功能	凉血止血
功能	化瘀止血
功能	温经止血
功能	辛温解表
功能	辛凉解表
功能	祛风湿散寒
功能	祛风湿清热
功能	祛风湿强筋骨
功能	攻下
功能	润下
功能	峻下逐水
功能	利水消肿
功能	利尿通淋
功能	利湿退黄
功能	活血止痛
功能	活血调经
功能	活血疗伤
功能	破血消癥
功能	补气
功能	补阳
功能	补血
功能	补阴
功能	固表止汗
功能	敛肺涩肠
功能	固精缩尿止带
功能	重镇安神
功能	养心安神
功能	平抑肝阳
功能	息风止痉
功能	温化寒痰
功能	清化热痰
功能	止咳平喘
功能	化湿
功能	温里
功能	理气
功能	驱虫
功能	消食
功能	开窍
功能	涌吐
功能	杀虫止痒
功能	拔毒生肌
